name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,Inverse
[GC7/H-TNT/TCS-1.1/COMMENT/COVERAGE] Percentage of people on ART among all people living with HIV at the end of the reporting period.,GVguxzsGm7M,GC7/H-TNT/COMMENT/TCS-1.1/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/TCS-1.1/COMMENT/COVERAGE,Percentage of people on ART among all people living with HIV at the end of the reporting period.,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-1.1/RESULT/COVERAGE] Percentage of people on ART among all people living with HIV at the end of the reporting period.,ZHvXKks9e7p,GC7/H-TNT/RESULT/TCS-1.1/RESULT/COVERAGE,GC7/H-TNT/RESULT/TCS-1.1/RESULT/COVERAGE,Percentage of people on ART among all people living with HIV at the end of the reporting period.,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-1.1/TARGET/COVERAGE] Percentage of people on ART among all people living with HIV at the end of the reporting period.,XqNJF8Zr1nW,GC7/H-TNT/TARGET/TCS-1.1/TARGET/COVERAGE,GC7/H-TNT/TARGET/TCS-1.1/TARGET/COVERAGE,Percentage of people on ART among all people living with HIV at the end of the reporting period.,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-10/COMMENT/COVERAGE] Percentage of pregnant women living with HIV who received antiretroviral medicine to reduce the risk of vertical transmission of HIV,QwExyqF2irk,GC7/H-TNT/COMMENT/TCS-10/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/TCS-10/COMMENT/COVERAGE,Percentage of pregnant women living with HIV who received antiretroviral medicine to reduce the risk of vertical transmission of HIV,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-10/RESULT/COVERAGE] Percentage of pregnant women living with HIV who received antiretroviral medicine to reduce the risk of vertical transmission of HIV,enr8JY02HAE,GC7/H-TNT/RESULT/TCS-10/RESULT/COVERAGE,GC7/H-TNT/RESULT/TCS-10/RESULT/COVERAGE,Percentage of pregnant women living with HIV who received antiretroviral medicine to reduce the risk of vertical transmission of HIV,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-10/TARGET/COVERAGE] Percentage of pregnant women living with HIV who received antiretroviral medicine to reduce the risk of vertical transmission of HIV,QEUFRdj1luB,GC7/H-TNT/TARGET/TCS-10/TARGET/COVERAGE,GC7/H-TNT/TARGET/TCS-10/TARGET/COVERAGE,Percentage of pregnant women living with HIV who received antiretroviral medicine to reduce the risk of vertical transmission of HIV,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-8/COMMENT/COVERAGE] Percentage of people living with HIV and on ART with viral load test result,JY3Vm61n0lh,GC7/H-TNT/COMMENT/TCS-8/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/TCS-8/COMMENT/COVERAGE,Percentage of people living with HIV and on ART with viral load test result,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-8/RESULT/COVERAGE] Percentage of people living with HIV and on ART with viral load test result,gg50I5K2FpI,GC7/H-TNT/RESULT/TCS-8/RESULT/COVERAGE,GC7/H-TNT/RESULT/TCS-8/RESULT/COVERAGE,Percentage of people living with HIV and on ART with viral load test result,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TCS-8/TARGET/COVERAGE] Percentage of people living with HIV and on ART with viral load test result,rWRxs3SIDzr,GC7/H-TNT/TARGET/TCS-8/TARGET/COVERAGE,GC7/H-TNT/TARGET/TCS-8/TARGET/COVERAGE,Percentage of people living with HIV and on ART with viral load test result,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VL – Quantitative (Abbott)-AMC/COMMENT/COMMODITIES] VL – Quantitative (Abbott) AMC,MIW2URrweI8,GC7/H-TNT/VL – Quantitative (Abbott)-AMC/COMMENT/C,GC7/H-TNT/VL – Quantitative (Abbott)-AMC/COMMENT/C,VL – Quantitative (Abbott) AMC,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VL – Quantitative (Abbott)-BAL/COMMENT/COMMODITIES] VL – Quantitative (Abbott) Ending Balance,i0Ad3vsOMJ9,GC7/H-TNT/VL – Quantitative (Abbott)-BAL/COMMENT/C,GC7/H-TNT/VL – Quantitative (Abbott)-BAL/COMMENT/C,VL – Quantitative (Abbott) Ending Balance,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VL – Quantitative (Abbott)-COMMENT/COMMENT/COMMODITIES] VL – Quantitative (Abbott) Comments,cFyEoIxo2UY,GC7/H-TNT/VL – Quantitative (Abbott)-COMMENT/COMME,GC7/H-TNT/VL – Quantitative (Abbott)-COMMENT/COMME,VL – Quantitative (Abbott) Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VL – Quantitative (Abbott)-PROC/COMMENT/COMMODITIES] VL – Quantitative (Abbott) Under Procurement,b9l9xJtBaqG,GC7/H-TNT/VL – Quantitative (Abbott)-PROC/COMMENT/,GC7/H-TNT/VL – Quantitative (Abbott)-PROC/COMMENT/,VL – Quantitative (Abbott) Under Procurement,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VL – Quantitative (Abbott)-SOR-D/COMMENT/COMMODITIES] VL – Quantitative (Abbott) SOR - Denominator,Q2Ce5WHFvgO,GC7/H-TNT/VL – Quantitative (Abbott)-SOR-D/COMMENT,GC7/H-TNT/VL – Quantitative (Abbott)-SOR-D/COMMENT,VL – Quantitative (Abbott) SOR - Denominator,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VL – Quantitative (Abbott)-SOR-N/COMMENT/COMMODITIES] VL – Quantitative (Abbott) SOR - Numerator,Ks1WvH9wP9b,GC7/H-TNT/VL – Quantitative (Abbott)-SOR-N/COMMENT,GC7/H-TNT/VL – Quantitative (Abbott)-SOR-N/COMMENT,VL – Quantitative (Abbott) SOR - Numerator,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VT-1/COMMENT/COVERAGE] Percentage of pregnant women who know their HIV status,VtVNxkzCeQL,GC7/H-TNT/COMMENT/VT-1/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/VT-1/COMMENT/COVERAGE,Percentage of pregnant women who know their HIV status,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VT-1/RESULT/COVERAGE] Percentage of pregnant women who know their HIV status,m5Vp5vj7CHe,GC7/H-TNT/RESULT/VT-1/RESULT/COVERAGE,GC7/H-TNT/RESULT/VT-1/RESULT/COVERAGE,Percentage of pregnant women who know their HIV status,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VT-1/TARGET/COVERAGE] Percentage of pregnant women who know their HIV status,qHB67BywLH4,GC7/H-TNT/TARGET/VT-1/TARGET/COVERAGE,GC7/H-TNT/TARGET/VT-1/TARGET/COVERAGE,Percentage of pregnant women who know their HIV status,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VT-2/COMMENT/COVERAGE] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,jS6vZt0Mjob,GC7/H-TNT/COMMENT/VT-2/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/VT-2/COMMENT/COVERAGE,Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VT-2/RESULT/COVERAGE] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,y6f7ULSeRHM,GC7/H-TNT/RESULT/VT-2/RESULT/COVERAGE,GC7/H-TNT/RESULT/VT-2/RESULT/COVERAGE,Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/VT-2/TARGET/COVERAGE] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,ZVvWu2aXBkr,GC7/H-TNT/TARGET/VT-2/TARGET/COVERAGE,GC7/H-TNT/TARGET/VT-2/TARGET/COVERAGE,Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/YP-6/COMMENT/COVERAGE] Number of medical male circumcisions performed according to national standards,DqIVryLayeC,GC7/H-TNT/COMMENT/YP-6/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/YP-6/COMMENT/COVERAGE,Number of medical male circumcisions performed according to national standards,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/YP-6/RESULT/COVERAGE] Number of medical male circumcisions performed according to national standards,vKenNbauaBA,GC7/H-TNT/RESULT/YP-6/RESULT/COVERAGE,GC7/H-TNT/RESULT/YP-6/RESULT/COVERAGE,Number of medical male circumcisions performed according to national standards,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/YP-6/TARGET/COVERAGE] Number of medical male circumcisions performed according to national standards,LsmB0vBZrpG,GC7/H-TNT/TARGET/YP-6/TARGET/COVERAGE,GC7/H-TNT/TARGET/YP-6/TARGET/COVERAGE,Number of medical male circumcisions performed according to national standards,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL12-AMC/RESULT/COMMODITIES] AL 12's AMC,xgf56l4w0ir,GC7/M-TNT/AL12-AMC/RESULT/COMMODITIES,GC7/M-TNT/AL12-AMC/RESULT/COMMODITIES,AL 12's AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL12-BAL/RESULT/COMMODITIES] AL 12's Ending Balance,rXBfj4H08EG,GC7/M-TNT/AL12-BAL/RESULT/COMMODITIES,GC7/M-TNT/AL12-BAL/RESULT/COMMODITIES,AL 12's Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL12-COMMENT/COMMENT/COMMODITIES] AL 12's Comments,mvLah2Fso9L,GC7/M-TNT/AL12-COMMENT/COMMENT/COMMODITIES,GC7/M-TNT/AL12-COMMENT/COMMENT/COMMODITIES,AL 12's Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL12-PROC/RESULT/COMMODITIES] AL 12's Under Procurement,CwumeZZjEzb,GC7/M-TNT/AL12-PROC/RESULT/COMMODITIES,GC7/M-TNT/AL12-PROC/RESULT/COMMODITIES,AL 12's Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL12-SOR-D/RESULT/COMMODITIES] AL 12's SOR - Denominator,gvJIeaawyIS,GC7/M-TNT/AL12-SOR-D/RESULT/COMMODITIES,GC7/M-TNT/AL12-SOR-D/RESULT/COMMODITIES,AL 12's SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL12-SOR-N/RESULT/COMMODITIES] AL 12's SOR - Numerator,bSQkbkw6N6k,GC7/M-TNT/AL12-SOR-N/RESULT/COMMODITIES,GC7/M-TNT/AL12-SOR-N/RESULT/COMMODITIES,AL 12's SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL18-AMC/RESULT/COMMODITIES] AL 18's AMC,gD0nsjSRIfK,GC7/M-TNT/AL18-AMC/RESULT/COMMODITIES,GC7/M-TNT/AL18-AMC/RESULT/COMMODITIES,AL 18's AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL18-BAL/RESULT/COMMODITIES] AL 18's Ending Balance,PgJLcarbBXN,GC7/M-TNT/AL18-BAL/RESULT/COMMODITIES,GC7/M-TNT/AL18-BAL/RESULT/COMMODITIES,AL 18's Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL18-COMMENT/COMMENT/COMMODITIES] AL 18's Comments,PNz1UhN5hBV,GC7/M-TNT/AL18-COMMENT/COMMENT/COMMODITIES,GC7/M-TNT/AL18-COMMENT/COMMENT/COMMODITIES,AL 18's Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL18-PROC/RESULT/COMMODITIES] AL 18's Under Procurement,TBjAlIFdBIW,GC7/M-TNT/AL18-PROC/RESULT/COMMODITIES,GC7/M-TNT/AL18-PROC/RESULT/COMMODITIES,AL 18's Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL18-SOR-D/RESULT/COMMODITIES] AL 18's SOR - Denominator,FVPEpJ1xASI,GC7/M-TNT/AL18-SOR-D/RESULT/COMMODITIES,GC7/M-TNT/AL18-SOR-D/RESULT/COMMODITIES,AL 18's SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL18-SOR-N/RESULT/COMMODITIES] AL 18's SOR - Numerator,CzrmqR4oye1,GC7/M-TNT/AL18-SOR-N/RESULT/COMMODITIES,GC7/M-TNT/AL18-SOR-N/RESULT/COMMODITIES,AL 18's SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL24-AMC/RESULT/COMMODITIES] AL 24's AMC,HWYNrQVatSg,GC7/M-TNT/AL24-AMC/RESULT/COMMODITIES,GC7/M-TNT/AL24-AMC/RESULT/COMMODITIES,AL 24's AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL24-BAL/RESULT/COMMODITIES] AL 24's Ending Balance,yMFiqybwNea,GC7/M-TNT/AL24-BAL/RESULT/COMMODITIES,GC7/M-TNT/AL24-BAL/RESULT/COMMODITIES,AL 24's Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL24-COMMENT/COMMENT/COMMODITIES] AL 24's Comments,ExEsfQOxJCx,GC7/M-TNT/AL24-COMMENT/COMMENT/COMMODITIES,GC7/M-TNT/AL24-COMMENT/COMMENT/COMMODITIES,AL 24's Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL24-PROC/RESULT/COMMODITIES] AL 24's Under Procurement,hQw03xv9rdx,GC7/M-TNT/AL24-PROC/RESULT/COMMODITIES,GC7/M-TNT/AL24-PROC/RESULT/COMMODITIES,AL 24's Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL24-SOR-D/RESULT/COMMODITIES] AL 24's SOR - Denominator,qaifPBtHpL2,GC7/M-TNT/AL24-SOR-D/RESULT/COMMODITIES,GC7/M-TNT/AL24-SOR-D/RESULT/COMMODITIES,AL 24's SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL24-SOR-N/RESULT/COMMODITIES] AL 24's SOR - Numerator,tKxH3aWA8ri,GC7/M-TNT/AL24-SOR-N/RESULT/COMMODITIES,GC7/M-TNT/AL24-SOR-N/RESULT/COMMODITIES,AL 24's SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL6-AMC/RESULT/COMMODITIES] AL 6's AMC,XZkdU8vB8Am,GC7/M-TNT/AL6-AMC/RESULT/COMMODITIES,GC7/M-TNT/AL6-AMC/RESULT/COMMODITIES,AL 6's AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL6-BAL/RESULT/COMMODITIES] AL 6's Ending Balance,uSdDwdtpbEu,GC7/M-TNT/AL6-BAL/RESULT/COMMODITIES,GC7/M-TNT/AL6-BAL/RESULT/COMMODITIES,AL 6's Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL6-COMMENT/COMMENT/COMMODITIES] AL 6's Comments,JNKDf95JeNt,GC7/M-TNT/AL6-COMMENT/COMMENT/COMMODITIES,GC7/M-TNT/AL6-COMMENT/COMMENT/COMMODITIES,AL 6's Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL6-PROC/RESULT/COMMODITIES] AL 6's Under Procurement,wjph4XfkEox,GC7/M-TNT/AL6-PROC/RESULT/COMMODITIES,GC7/M-TNT/AL6-PROC/RESULT/COMMODITIES,AL 6's Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL6-SOR-D/RESULT/COMMODITIES] AL 6's SOR - Denominator,b3NzPvOt607,GC7/M-TNT/AL6-SOR-D/RESULT/COMMODITIES,GC7/M-TNT/AL6-SOR-D/RESULT/COMMODITIES,AL 6's SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/AL6-SOR-N/RESULT/COMMODITIES] AL 6's SOR - Numerator,gEp5M2KKkEW,GC7/M-TNT/AL6-SOR-N/RESULT/COMMODITIES,GC7/M-TNT/AL6-SOR-N/RESULT/COMMODITIES,AL 6's SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/ARTESUNATE-AMC/RESULT/COMMODITIES] ARTESUNATE Injectable AMC,mJyDaJjJ2ON,GC7/M-TNT/ARTESUNATE-AMC/RESULT/COMMODITIES,GC7/M-TNT/ARTESUNATE-AMC/RESULT/COMMODITIES,ARTESUNATE Injectable AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/ARTESUNATE-BAL/RESULT/COMMODITIES] ARTESUNATE Injectable Ending Balance,gpwhRlFADur,GC7/M-TNT/ARTESUNATE-BAL/RESULT/COMMODITIES,GC7/M-TNT/ARTESUNATE-BAL/RESULT/COMMODITIES,ARTESUNATE Injectable Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/ARTESUNATE-COMMENT/COMMENT/COMMODITIES] ARTESUNATE Injectable Comments,LLhlE4uYiit,GC7/M-TNT/ARTESUNATE-COMMENT/COMMENT/COMMODITIES,GC7/M-TNT/ARTESUNATE-COMMENT/COMMENT/COMMODITIES,ARTESUNATE Injectable Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/ARTESUNATE-PROC/RESULT/COMMODITIES] ARTESUNATE Injectable Under Procurement,eJGPfYyVxpA,GC7/M-TNT/ARTESUNATE-PROC/RESULT/COMMODITIES,GC7/M-TNT/ARTESUNATE-PROC/RESULT/COMMODITIES,ARTESUNATE Injectable Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/ARTESUNATE-SOR-D/RESULT/COMMODITIES] ARTESUNATE Injectable SOR - Denominator,d19dg5JNKmD,GC7/M-TNT/ARTESUNATE-SOR-D/RESULT/COMMODITIES,GC7/M-TNT/ARTESUNATE-SOR-D/RESULT/COMMODITIES,ARTESUNATE Injectable SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/ARTESUNATE-SOR-N/RESULT/COMMODITIES] ARTESUNATE Injectable SOR - Numerator,sS4CmF7L0nn,GC7/M-TNT/ARTESUNATE-SOR-N/RESULT/COMMODITIES,GC7/M-TNT/ARTESUNATE-SOR-N/RESULT/COMMODITIES,ARTESUNATE Injectable SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-1a⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,wOYR9rWiKjs,GC7/M-TNT/COMMENT/CM-1a⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-1a⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-1a⁽ᴹ⁾/RESULT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,NWBfxz1Iwmk,GC7/M-TNT/RESULT/CM-1a⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-1a⁽ᴹ⁾/RESULT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-1a⁽ᴹ⁾/TARGET/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,nTSvbcmKM6n,GC7/M-TNT/TARGET/CM-1a⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-1a⁽ᴹ⁾/TARGET/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-1b⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,B1SQtjXlBSD,GC7/M-TNT/COMMENT/CM-1b⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-1b⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-1b⁽ᴹ⁾/RESULT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,vr5NdiRw4Ek,GC7/M-TNT/RESULT/CM-1b⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-1b⁽ᴹ⁾/RESULT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-1b⁽ᴹ⁾/TARGET/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,gCrJ531OSWr,GC7/M-TNT/TARGET/CM-1b⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-1b⁽ᴹ⁾/TARGET/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-2a⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,bnFEwVwhMRx,GC7/M-TNT/COMMENT/CM-2a⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-2a⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-2a⁽ᴹ⁾/RESULT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,LW3E4uW1tyW,GC7/M-TNT/RESULT/CM-2a⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-2a⁽ᴹ⁾/RESULT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-2a⁽ᴹ⁾/TARGET/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,H38Fkoei3wA,GC7/M-TNT/TARGET/CM-2a⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-2a⁽ᴹ⁾/TARGET/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-2b⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,PfzpIwwUaxW,GC7/M-TNT/COMMENT/CM-2b⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-2b⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-2b⁽ᴹ⁾/RESULT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,w0imlV0rfJR,GC7/M-TNT/RESULT/CM-2b⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-2b⁽ᴹ⁾/RESULT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/CM-2b⁽ᴹ⁾/TARGET/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,gzkkOVtQPib,GC7/M-TNT/TARGET/CM-2b⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-2b⁽ᴹ⁾/TARGET/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/HIV O-11/COMMENT/OUTCOME] Percentage of people living with HIV who know their HIV status at the end of the reporting period,LPBwJdjzLc0,GC7/M-TNT/COMMENT/HIV O-11/COMMENT/OUTCOME,GC7/M-TNT/COMMENT/HIV O-11/COMMENT/OUTCOME,Percentage of people living with HIV who know their HIV status at the end of the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/M-TNT/HIV O-11/RESULT/OUTCOME] Percentage of people living with HIV who know their HIV status at the end of the reporting period,jtK1sAycw9K,GC7/M-TNT/RESULT/HIV O-11/RESULT/OUTCOME,GC7/M-TNT/RESULT/HIV O-11/RESULT/OUTCOME,Percentage of people living with HIV who know their HIV status at the end of the reporting period,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
