name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,Inverse
"[GC7/H-KRCS/HTS-5/COMMENT/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",DWb1gdzwD8t,GC7/H-KRCS/HTS-5/COMMENT/COVERAGE,GC7/H-KRCS/HTS-5/COMMENT/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-KRCS/HTS-5/RESULT/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",wPRSGfNQ8Zf,GC7/H-KRCS/HTS-5/RESULT/COVERAGE,GC7/H-KRCS/HTS-5/RESULT/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-KRCS/HTS-5/TARGET/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",VWy4Funy8wD,GC7/H-KRCS/HTS-5/TARGET/COVERAGE,GC7/H-KRCS/HTS-5/TARGET/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/HTS_KITS-AMC/RESULT/COMMODITIES] HTS Kits AMC,TYEKO6haKaX,GC7/H-KRCS/HTS_KITS-AMC/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-AMC/RESULT/COMMODITIES,HTS Kits AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/HTS_KITS-BAL/RESULT/COMMODITIES] HTS Kits Ending Balance,elVRhpM1Ry4,GC7/H-KRCS/HTS_KITS-BAL/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-BAL/RESULT/COMMODITIES,HTS Kits Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/HTS_KITS-COMMENT/COMMENT/COMMODITIES] HTS Kits Comments,nwkJCCqafvJ,GC7/H-KRCS/HTS_KITS-COMMENT/COMMENT/COMMODITIES,GC7/H-KRCS/HTS_KITS-COMMENT/COMMENT/COMMODITIES,HTS Kits Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/HTS_KITS-PROC/RESULT/COMMODITIES] HTS Kits Under Procurement,xdbGEUpbCwD,GC7/H-KRCS/HTS_KITS-PROC/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-PROC/RESULT/COMMODITIES,HTS Kits Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/HTS_KITS-SOR-D/RESULT/COMMODITIES] HTS Kits SOR Denominator,U6zIKuOeL5N,GC7/H-KRCS/HTS_KITS-SOR-D/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-SOR-D/RESULT/COMMODITIES,HTS Kits SOR Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/HTS_KITS-SOR-N/RESULT/COMMODITIES] HTS Kits SOR Numerator,AR3CylMa3tN,GC7/H-KRCS/HTS_KITS-SOR-N/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-SOR-N/RESULT/COMMODITIES,HTS Kits SOR Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1a/COMMENT/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,tpnqtHeQOXK,GC7/H-KRCS/KP-1a/COMMENT/COVERAGE,GC7/H-KRCS/KP-1a/COMMENT/COVERAGE,# of men who have sex with men reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1a/RESULT/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,hwQOgwrrKLC,GC7/H-KRCS/KP-1a/RESULT/COVERAGE,GC7/H-KRCS/KP-1a/RESULT/COVERAGE,# of men who have sex with men reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1a/TARGET/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,SudDZ0BgWIG,GC7/H-KRCS/KP-1a/TARGET/COVERAGE,GC7/H-KRCS/KP-1a/TARGET/COVERAGE,# of men who have sex with men reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1b/COMMENT/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,dLlO4m6ORTT,GC7/H-KRCS/KP-1b/COMMENT/COVERAGE,GC7/H-KRCS/KP-1b/COMMENT/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1b/RESULT/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,Mw5TpFsSz6g,GC7/H-KRCS/KP-1b/RESULT/COVERAGE,GC7/H-KRCS/KP-1b/RESULT/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1b/TARGET/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,sHVrgOhbGGt,GC7/H-KRCS/KP-1b/TARGET/COVERAGE,GC7/H-KRCS/KP-1b/TARGET/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1c/COMMENT/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,wsRZUyZE7SU,GC7/H-KRCS/KP-1c/COMMENT/COVERAGE,GC7/H-KRCS/KP-1c/COMMENT/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1c/RESULT/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,KqLGZlnwOpS,GC7/H-KRCS/KP-1c/RESULT/COVERAGE,GC7/H-KRCS/KP-1c/RESULT/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1c/TARGET/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,ACVRZPt7E7b,GC7/H-KRCS/KP-1c/TARGET/COVERAGE,GC7/H-KRCS/KP-1c/TARGET/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1d/COMMENT/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,G71sIzWFban,GC7/H-KRCS/KP-1d/COMMENT/COVERAGE,GC7/H-KRCS/KP-1d/COMMENT/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1d/RESULT/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,H5g6NA5oCzI,GC7/H-KRCS/KP-1d/RESULT/COVERAGE,GC7/H-KRCS/KP-1d/RESULT/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1d/TARGET/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,a3MpjeCQBwK,GC7/H-KRCS/KP-1d/TARGET/COVERAGE,GC7/H-KRCS/KP-1d/TARGET/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1e/COMMENT/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,bNdpGK40f2K,GC7/H-KRCS/KP-1e/COMMENT/COVERAGE,GC7/H-KRCS/KP-1e/COMMENT/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1e/RESULT/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,Zt2sgw4V5A9,GC7/H-KRCS/KP-1e/RESULT/COVERAGE,GC7/H-KRCS/KP-1e/RESULT/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-1e/TARGET/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,Ok1CHpVDmOT,GC7/H-KRCS/KP-1e/TARGET/COVERAGE,GC7/H-KRCS/KP-1e/TARGET/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6a/COMMENT/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,wCsAK5jQpOq,GC7/H-KRCS/KP-6a/COMMENT/COVERAGE,GC7/H-KRCS/KP-6a/COMMENT/COVERAGE,# of MSM who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6a/RESULT/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,cZTenEiimJI,GC7/H-KRCS/KP-6a/RESULT/COVERAGE,GC7/H-KRCS/KP-6a/RESULT/COVERAGE,# of MSM who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6a/TARGET/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,Cqf70TOjjyO,GC7/H-KRCS/KP-6a/TARGET/COVERAGE,GC7/H-KRCS/KP-6a/TARGET/COVERAGE,# of MSM who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6b/COMMENT/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,zKbUDE9C5y7,GC7/H-KRCS/KP-6b/COMMENT/COVERAGE,GC7/H-KRCS/KP-6b/COMMENT/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6b/RESULT/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,sid8iSF3Miq,GC7/H-KRCS/KP-6b/RESULT/COVERAGE,GC7/H-KRCS/KP-6b/RESULT/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6b/TARGET/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,GUJfZ1hP5nn,GC7/H-KRCS/KP-6b/TARGET/COVERAGE,GC7/H-KRCS/KP-6b/TARGET/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6c/COMMENT/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,q1oo4NWDnay,GC7/H-KRCS/KP-6c/COMMENT/COVERAGE,GC7/H-KRCS/KP-6c/COMMENT/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6c/RESULT/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,oVLWwqvH7rO,GC7/H-KRCS/KP-6c/RESULT/COVERAGE,GC7/H-KRCS/KP-6c/RESULT/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6c/TARGET/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,NwI5XYJ39GR,GC7/H-KRCS/KP-6c/TARGET/COVERAGE,GC7/H-KRCS/KP-6c/TARGET/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6d/COMMENT/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,WLNLecUfDxq,GC7/H-KRCS/KP-6d/COMMENT/COVERAGE,GC7/H-KRCS/KP-6d/COMMENT/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6d/RESULT/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,r32CpQpVCp5,GC7/H-KRCS/KP-6d/RESULT/COVERAGE,GC7/H-KRCS/KP-6d/RESULT/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/KP-6d/TARGET/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,asoKY06vTWO,GC7/H-KRCS/KP-6d/TARGET/COVERAGE,GC7/H-KRCS/KP-6d/TARGET/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP1-AMC/RESULT/COMMODITIES] NSP Kit 1 AMC,QuIDdIjJBfE,GC7/H-KRCS/NSP1-AMC/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-AMC/RESULT/COMMODITIES,NSP Kit 1 AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP1-BAL/RESULT/COMMODITIES] NSP Kit 1 Ending Balance,NIJzBk495Md,GC7/H-KRCS/NSP1-BAL/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-BAL/RESULT/COMMODITIES,NSP Kit 1 Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP1-COMMENT/COMMENT/COMMODITIES] NSP Kit 1 Comments,CJHehHsqoHj,GC7/H-KRCS/NSP1-COMMENT/COMMENT/COMMODITIES,GC7/H-KRCS/NSP1-COMMENT/COMMENT/COMMODITIES,NSP Kit 1 Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP1-PROC/RESULT/COMMODITIES] NSP Kit 1 Under Procurement,f6JX4wySAqN,GC7/H-KRCS/NSP1-PROC/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-PROC/RESULT/COMMODITIES,NSP Kit 1 Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP1-SOR-D/RESULT/COMMODITIES] NSP Kit 1 SOR Denominator,yiBD5lTCwTQ,GC7/H-KRCS/NSP1-SOR-D/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-SOR-D/RESULT/COMMODITIES,NSP Kit 1 SOR Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP1-SOR-N/RESULT/COMMODITIES] NSP Kit 1 SOR Numerator,GjQJtjAr1pM,GC7/H-KRCS/NSP1-SOR-N/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-SOR-N/RESULT/COMMODITIES,NSP Kit 1 SOR Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP2-AMC/RESULT/COMMODITIES] NSP Kit 2 AMC,E7epAV8Qla7,GC7/H-KRCS/NSP2-AMC/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-AMC/RESULT/COMMODITIES,NSP Kit 2 AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP2-BAL/RESULT/COMMODITIES] NSP Kit 2 Ending Balance,ppLfmJUntu8,GC7/H-KRCS/NSP2-BAL/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-BAL/RESULT/COMMODITIES,NSP Kit 2 Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP2-COMMENT/COMMENT/COMMODITIES] NSP Kit 2 Comments,iheBA9gbpev,GC7/H-KRCS/NSP2-COMMENT/COMMENT/COMMODITIES,GC7/H-KRCS/NSP2-COMMENT/COMMENT/COMMODITIES,NSP Kit 2 Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP2-PROC/RESULT/COMMODITIES] NSP Kit 2 Under Procurement,PPqLcqKAJEO,GC7/H-KRCS/NSP2-PROC/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-PROC/RESULT/COMMODITIES,NSP Kit 2 Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP2-SOR-D/RESULT/COMMODITIES] NSP Kit 2 SOR Denominator,VIlFnKL5C0M,GC7/H-KRCS/NSP2-SOR-D/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-SOR-D/RESULT/COMMODITIES,NSP Kit 2 SOR Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/NSP2-SOR-N/RESULT/COMMODITIES] NSP Kit 2 SOR Numerator,Nmf9yqdeAhf,GC7/H-KRCS/NSP2-SOR-N/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-SOR-N/RESULT/COMMODITIES,NSP Kit 2 SOR Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-KRCS/RSSH O-3/COMMENT/OUTCOME] On-shelf availability: Percentage of facilities with tracer health products for the three diseases - HIV, TB, malaria (as applicable) available on the day of the visit or day of reporting.",jpc72J2dcVq,GC7/H-KRCS/RSSH O-3/COMMENT/OUTCOME,GC7/H-KRCS/RSSH O-3/COMMENT/OUTCOME,"On-shelf availability: Percentage of facilities with tracer health products for the three diseases - HIV, TB, malaria (as applicable) available on the day of the visit or day of reporting.",LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-KRCS/RSSH O-3/RESULT/OUTCOME] On-shelf availability: Percentage of facilities with tracer health products for the three diseases - HIV, TB, malaria (as applicable) available on the day of the visit or day of reporting.",WLnBAGvTN8f,GC7/H-KRCS/RSSH O-3/RESULT/OUTCOME,GC7/H-KRCS/RSSH O-3/RESULT/OUTCOME,"On-shelf availability: Percentage of facilities with tracer health products for the three diseases - HIV, TB, malaria (as applicable) available on the day of the visit or day of reporting.",NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-KRCS/RSSH O-3/TARGET/OUTCOME] On-shelf availability: Percentage of facilities with tracer health products for the three diseases - HIV, TB, malaria (as applicable) available on the day of the visit or day of reporting.",iNWXDLbQrIP,GC7/H-KRCS/RSSH O-3/TARGET/OUTCOME,GC7/H-KRCS/RSSH O-3/TARGET/OUTCOME,"On-shelf availability: Percentage of facilities with tracer health products for the three diseases - HIV, TB, malaria (as applicable) available on the day of the visit or day of reporting.",NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/TCS-Other/COMMENT/COVERAGE] Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,KhfVOPJxPOS,GC7/H-KRCS/TCS-Other/COMMENT/COVERAGE,GC7/H-KRCS/TCS-Other/COMMENT/COVERAGE,Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/TCS-Other/RESULT/COVERAGE] Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,QZJKfpEnKlx,GC7/H-KRCS/TCS-Other/RESULT/COVERAGE,GC7/H-KRCS/TCS-Other/RESULT/COVERAGE,Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/TCS-Other/TARGET/COVERAGE] Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,y0h6zvZ067G,GC7/H-KRCS/TCS-Other/TARGET/COVERAGE,GC7/H-KRCS/TCS-Other/TARGET/COVERAGE,Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/YP-2/COMMENT/COVERAGE] % of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,Zw63Th36LA9,GC7/H-KRCS/YP-2/COMMENT/COVERAGE,GC7/H-KRCS/YP-2/COMMENT/COVERAGE,% of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/YP-2/RESULT/COVERAGE] % of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,tqzYFzjwWTe,GC7/H-KRCS/YP-2/RESULT/COVERAGE,GC7/H-KRCS/YP-2/RESULT/COVERAGE,% of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/YP-2/TARGET/COVERAGE] % of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,wftJBSezy33,GC7/H-KRCS/YP-2/TARGET/COVERAGE,GC7/H-KRCS/YP-2/TARGET/COVERAGE,% of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/YP-4/COMMENT/COVERAGE] # of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,RRILtUrlsPj,GC7/H-KRCS/YP-4/COMMENT/COVERAGE,GC7/H-KRCS/YP-4/COMMENT/COVERAGE,# of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/YP-4/RESULT/COVERAGE] # of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,T4qSn1aaVn0,GC7/H-KRCS/YP-4/RESULT/COVERAGE,GC7/H-KRCS/YP-4/RESULT/COVERAGE,# of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-KRCS/YP-4/TARGET/COVERAGE] # of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,S4xeE6s5UIf,GC7/H-KRCS/YP-4/TARGET/COVERAGE,GC7/H-KRCS/YP-4/TARGET/COVERAGE,# of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
